hostname,landing_page,country,device_category,browser,operating_system,sessions,active_users,engaged_sessions,average_session_duration,key_events,suspected_type,evidence,recommendation
www.biyapay.com,/zh/login,China,desktop,Edge,Windows,70,18,39,179.86,83.0,D_login_or_signup_return_flow,Auth page treated as Direct landing,Separate lifecycle traffic from acquisition and inspect cross-domain/session continuity
www.biyapay.com,/en,Nigeria,mobile,Chrome,Android,69,58,53,260.14,133.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/blogdetail/2074-how-to-prepare-and-ship-your-package-to-japan,Vietnam,desktop,Chrome,Windows,69,69,2,2.84,112.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3010-china-ashare-beginners-guide-master-market-hours-a,Hong Kong,desktop,Chrome,Windows,69,69,1,2.21,128.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/download,China,mobile,Safari,iOS,69,61,20,85.3,123.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
signup.biyapay.com,(not set),China,tablet,Chrome,Android,68,52,18,122.42,106.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
www.biyapay.com,/zh/login,Hong Kong,desktop,Chrome,Windows,68,62,62,461.1,137.0,D_login_or_signup_return_flow,Auth page treated as Direct landing,Separate lifecycle traffic from acquisition and inspect cross-domain/session continuity
signup.biyapay.com,(not set),Japan,mobile,Safari,iOS,67,56,13,10.21,113.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,(not set),United States,mobile,Safari,iOS,67,61,17,61.04,122.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
www.biyapay.com,/en,Hong Kong,desktop,Chrome,Macintosh,67,58,60,289.45,111.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/blogdetail/3236-want-to-save-money-with-wise-keep-this-guide-for-s,Singapore,desktop,Chrome,Windows,67,67,1,1.6,126.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
signup.biyapay.com,(not set),Indonesia,desktop,Chrome,Windows,66,50,29,115.63,115.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,/download,Hong Kong,mobile,Safari,iOS,66,50,63,228.06,178.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
www.biyapay.com,/en,United States,mobile,Chrome,iOS,66,64,18,14.38,129.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/assets/sendmoney/bill-list,Hong Kong,desktop,Chrome,Windows,66,3,54,494.82,67.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3050-best-free-realtime-us-stock-quote-websites-besides,Singapore,desktop,Chrome,Windows,66,66,2,2.53,128.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3744-2026-indie-hacker-essential-tool-stack-from-code-t,China,desktop,Chrome,Windows,66,66,0,2.57,132.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/download,China,mobile,Android Webview,Android,66,64,42,60.94,127.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
prv.invest.biyapay.com,/en/404,Singapore,desktop,Chrome,Windows,65,65,0,0.7,130.0,E_test_or_preprod_pollution,Non-production hostname in Direct,Exclude from growth reporting and separate environments
signup.biyapay.com,/download,Indonesia,desktop,Chrome,Windows,65,47,64,430.95,184.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
www.biyapay.com,/zh/blogdetail/3010-china-ashare-beginners-guide-master-market-hours-a,Vietnam,desktop,Chrome,Windows,65,65,0,1.58,86.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3024-which-broker-for-us-stock-account-opening-comprehe,Singapore,desktop,Chrome,Windows,65,65,0,0.33,130.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
invest.biyapay.com,/zh,China,desktop,Chrome,Windows,64,46,54,530.22,40.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
signup.biyapay.com,/fastreg?invite=20891921,China,mobile,Chrome,Android,64,42,60,247.29,156.0,B_cross_domain_or_signup_attribution_loss,Signup domain in Direct,"Keep for funnel analysis, exclude from SEO landing growth views"
www.biyapay.com,(not set),Hong Kong,desktop,Chrome,Windows,64,40,0,0.13,64.0,G_measurement_gap,Landing page not set,Audit tagging and route measurement
www.biyapay.com,/en,Indonesia,desktop,Chrome,Windows,64,43,52,395.21,88.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/en/blogdetail/3030-2026-us-stock-market-holidays-calendar-dont-miss-a,China,mobile,Android Webview,Android,64,64,2,0.8,129.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/stock/FTNT,Singapore,desktop,Chrome,Windows,64,64,0,0.41,128.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2891-tencent-adr-tcehy-vs-hong-kong-shares-00700-whats,United States,desktop,Chrome,Windows,64,64,0,1.77,114.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3331-the-easiest-way-to-find-the-code-for-calling-franc,Singapore,desktop,Chrome,Windows,64,64,0,0.41,128.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
active.biyagl.com,/zh?id=14,China,mobile,Android Webview,Android,63,57,40,90.38,99.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
www.biyapay.com,/en/blogdetail/3161-us-stock-premarket-and-afterhours-trading-practica,Singapore,desktop,Chrome,Windows,63,63,0,0.47,126.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/login,Hong Kong,desktop,Chrome,Windows,63,55,50,398.57,104.0,D_login_or_signup_return_flow,Auth page treated as Direct landing,Separate lifecycle traffic from acquisition and inspect cross-domain/session continuity
www.biyapay.com,/zh/announcement/3-biyapay-updates/1036-biyapay-perpetual-trial-coupon-user-guide,China,mobile,Safari,iOS,63,48,27,151.4,101.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3050-best-free-realtime-us-stock-quote-websites-besides,Hong Kong,desktop,Chrome,Windows,63,63,2,3.17,112.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3121-us-stock-market-hours-during-daylight-saving-time,United States,desktop,Chrome,Windows,63,63,0,1.61,116.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/755-how-to-transfer-money-from-one-card-to-another-ana,China,mobile,Android Webview,Android,63,63,2,1.75,126.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
invest.biyapay.com,/en/404,United States,desktop,Chrome,Windows,62,62,0,0.45,124.0,F_broken_route_or_invalid_entry,404 page ranking in Direct top entries,"Audit broken links, redirects, and app/webview routing"
signup.biyapay.com,(not set),China,desktop,Edge,Windows,62,51,24,145.43,105.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,(not set),Hong Kong,desktop,Chrome,Windows,62,52,21,152.72,109.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
www.biyapay.com,/zh,United States,desktop,Chrome,Macintosh,62,55,18,221.11,111.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/blogdetail/2846-dont-waste-your-time-the-most-complete-20252026-us,United States,desktop,Chrome,Windows,62,62,2,2.68,112.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3018-2026-us-stock-market-holiday-calendar-released-eas,China,desktop,Chrome,Windows,62,62,5,3.45,124.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3276-the-ultimate-list-of-free-stock-price-websites-for,United States,desktop,Chrome,Windows,62,62,0,2.65,102.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
news.biyapay.com,/en,Netherlands,desktop,Chrome,Macintosh,61,61,61,38.33,0.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
signup.biyapay.com,(not set),Singapore,mobile,Chrome,Android,61,46,16,84.73,93.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,/fastreg?invite=33735870,Indonesia,mobile,Chrome,Android,61,53,54,138.86,156.0,B_cross_domain_or_signup_attribution_loss,Signup domain in Direct,"Keep for funnel analysis, exclude from SEO landing growth views"
www.biyapay.com,/en,China,mobile,Edge,Android,61,57,52,238.22,147.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/blogdetail/2846-dont-waste-your-time-the-most-complete-20252026-us,Vietnam,desktop,Chrome,Windows,61,61,1,2.09,78.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
signup.biyapay.com,/download,Indonesia,mobile,Safari,iOS,60,45,56,179.74,178.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
signup.biyapay.com,/download,United States,mobile,Chrome,Android,60,52,54,2130.9,134.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
www.biyapay.com,/en,Japan,mobile,Chrome,Android,60,55,52,143.7,107.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/about,China,desktop,Chrome,Windows,60,59,2,2.14,118.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/1705-comparison-of-hong-kong-bank-branch-busi,Singapore,desktop,Chrome,Windows,60,60,1,0.95,118.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
invest.biyapay.com,/zh/assets?accountType=7&type=current&height=44&language=zh-cn,China,mobile,Safari (in-app),iOS,59,51,50,28.0,107.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
signup.biyapay.com,(not set),United States,mobile,Chrome,Android,59,48,23,89.4,100.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
www.biyapay.com,/en,Japan,desktop,Chrome,Macintosh,59,42,54,636.96,91.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/blogdetail/2846-dont-waste-your-time-the-most-complete-20252026-us,Singapore,desktop,Chrome,Windows,59,59,4,2.82,108.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh,United States,desktop,Chrome,Windows,58,37,47,601.01,71.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/blogdetail/3010-china-ashare-beginners-guide-master-market-hours-a,Japan,desktop,Chrome,Windows,58,58,0,2.13,98.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
signup.biyapay.com,(not set),United States,desktop,Chrome,Macintosh,57,50,6,48.75,107.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
www.biyapay.com,/zh/blogdetail/1641-comparison-and-selection-guide-for-hang-seng-banks,China,desktop,Chrome,Windows,57,57,18,6.5,114.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3050-best-free-realtime-us-stock-quote-websites-besides,Vietnam,desktop,Chrome,Windows,57,57,0,1.52,76.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
invest.biyapay.com,/en/login,China,mobile,Chrome,Android,56,56,56,258.36,0.0,D_login_or_signup_return_flow,Auth page treated as Direct landing,Separate lifecycle traffic from acquisition and inspect cross-domain/session continuity
signup.biyapay.com,(not set),Indonesia,mobile,Safari,iOS,56,48,12,46.66,96.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,(not set),Japan,mobile,Chrome,Android,56,46,22,109.55,86.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,/download,Nigeria,mobile,Safari,iOS,56,45,55,243.74,170.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
www.biyapay.com,/zh/blogdetail/1426-2025-international-remittance-failure-refund-polic,China,desktop,Chrome,Windows,56,56,21,6.99,112.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2595-is-iban-the-same-as-an-account-number-differences,Singapore,desktop,Chrome,Windows,56,56,0,0.49,110.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
active.biyagl.com,/zh?id=6&height=44&language=zh-cn,Hong Kong,mobile,Safari (in-app),iOS,55,38,28,229.44,88.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
invest.biyapay.com,/en,United States,desktop,Chrome,Windows,55,52,51,284.05,41.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/en,China,mobile,Safari (in-app),iOS,55,54,24,88.44,108.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/en/login,Indonesia,desktop,Chrome,Windows,55,54,55,552.42,106.0,D_login_or_signup_return_flow,Auth page treated as Direct landing,Separate lifecycle traffic from acquisition and inspect cross-domain/session continuity
www.biyapay.com,/en/stock/FNMA,Italy,mobile,Chrome,Android,55,2,42,498.12,56.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3121-us-stock-market-hours-during-daylight-saving-time,Hong Kong,desktop,Chrome,Windows,55,55,3,2.93,88.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3276-the-ultimate-list-of-free-stock-price-websites-for,Hong Kong,desktop,Chrome,Windows,55,55,1,2.97,98.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3276-the-ultimate-list-of-free-stock-price-websites-for,Singapore,desktop,Chrome,Windows,55,55,2,2.28,100.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
invest.biyapay.com,/en/404,Cambodia,desktop,Chrome,Windows,54,54,1,0.52,108.0,F_broken_route_or_invalid_entry,404 page ranking in Direct top entries,"Audit broken links, redirects, and app/webview routing"
www.biyapay.com,/en,Vietnam,desktop,Chrome,Windows,54,54,8,198.74,101.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/en/download,China,mobile,Safari (in-app),iOS,54,42,29,217.45,96.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
www.biyapay.com,/zh/blogdetail/2463-beginners-guide-how-to-correctly-fill-in-swift-cod,Singapore,desktop,Chrome,Windows,54,54,0,0.7,108.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3010-china-ashare-beginners-guide-master-market-hours-a,Germany,desktop,Chrome,Windows,54,54,0,1.51,84.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3050-best-free-realtime-us-stock-quote-websites-besides,United States,desktop,Chrome,Windows,54,54,2,2.09,94.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3309-upgrade-your-trading-the-top-realtime-stock-ticker,Singapore,desktop,Chrome,Windows,54,54,0,0.25,104.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
active.biyagl.com,/en?id=14&height=44&language=en-us,Indonesia,mobile,Safari (in-app),iOS,53,33,8,128.57,85.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
signup.biyapay.com,(not set),United Arab Emirates,mobile,Safari (in-app),iOS,53,38,12,29.4,91.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
www.biyapay.com,/zh,Japan,desktop,Chrome,Windows,53,35,50,490.18,58.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/blogdetail/1725-bank-of-china-new-funds-definition-and-fixed-depos,China,desktop,Chrome,Windows,53,53,17,6.86,106.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
signup.biyapay.com,/fastreg?invite=,China,mobile,Chrome,Android,52,42,48,201.24,135.0,B_cross_domain_or_signup_attribution_loss,Signup domain in Direct,"Keep for funnel analysis, exclude from SEO landing growth views"
www.biyapay.com,(not set),United States,desktop,Chrome,Windows,52,39,0,0.0,51.0,G_measurement_gap,Landing page not set,Audit tagging and route measurement
www.biyapay.com,/en/blogdetail/3143-annual-review-best-performing-us-stock-etfs-in-202,Singapore,desktop,Chrome,Windows,52,52,0,0.46,104.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/about,Singapore,desktop,Chrome,Windows,52,52,0,0.66,104.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
active.biyagl.com,/zh?id=7&height=44&language=zh-cn,Hong Kong,mobile,Safari (in-app),iOS,51,33,17,152.7,80.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
signup.biyapay.com,(not set),Pakistan,mobile,Android Webview,Android,51,36,9,47.13,87.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,/download,United States,mobile,Safari,iOS,51,39,51,187.68,138.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
www.biyapay.com,/en,India,mobile,Chrome,Android,51,43,30,108.78,91.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh,China,mobile,Safari,iOS,51,37,27,118.72,71.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/blogdetail/2598-can-you-use-apple-pay-abroad-international-payment,Singapore,desktop,Chrome,Windows,51,51,0,0.3,100.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3018-2026-us-stock-market-holiday-calendar-released-eas,Singapore,desktop,Chrome,Windows,51,51,2,1.83,96.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3121-us-stock-market-hours-during-daylight-saving-time,Vietnam,desktop,Chrome,Windows,51,51,2,1.63,74.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
localhost,/zh,China,desktop,Chrome,Windows,50,20,45,1597.43,48.0,E_test_or_preprod_pollution,Non-production hostname in Direct,Exclude from growth reporting and separate environments
www.biyapay.com,/en,Hong Kong,mobile,Chrome,Android,50,49,45,176.68,82.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/en/blogdetail/3141-how-to-choose-us-major-indices-pros-and-cons-analy,Singapore,desktop,Chrome,Windows,50,50,0,0.66,100.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/login,Nigeria,mobile,Chrome,Android,50,46,41,237.66,94.0,D_login_or_signup_return_flow,Auth page treated as Direct landing,Separate lifecycle traffic from acquisition and inspect cross-domain/session continuity
www.biyapay.com,/zh,China,mobile,Android Webview,Android,50,41,33,132.65,89.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/blogDetail/1571-savings-account-interest-rates-comparison-top-offe,China,desktop,Chrome,Windows,50,50,0,4.98,100.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3030-2026-us-stock-market-holidays-calendar-dont-miss-a,Hong Kong,desktop,Chrome,Windows,50,50,0,2.59,90.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3050-best-free-realtime-us-stock-quote-websites-besides,Germany,desktop,Chrome,Windows,50,50,0,2.39,90.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/stock/09992,China,desktop,Chrome,Windows,50,50,0,1.86,100.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,(not set),China,mobile,Chrome,Android,49,41,1,5.07,48.0,G_measurement_gap,Landing page not set,Audit tagging and route measurement
www.biyapay.com,/en,United States,desktop,Edge,Windows,49,41,38,585.9,91.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/blogdetail/2846-dont-waste-your-time-the-most-complete-20252026-us,Japan,desktop,Chrome,Windows,49,49,0,2.58,86.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3156-want-to-understand-us-financial-news-start-with-th,China,desktop,Chrome,Windows,49,49,1,2.57,98.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3323-mastering-german-phone-numbers-a-howto-for-travele,Singapore,desktop,Chrome,Windows,49,49,0,0.58,98.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3325-the-18-best-apps-to-earn-real-cash-this-year,Singapore,desktop,Chrome,Windows,49,49,0,0.75,98.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/login,China,mobile,Android Webview,Android,48,48,28,180.81,96.0,D_login_or_signup_return_flow,Auth page treated as Direct landing,Separate lifecycle traffic from acquisition and inspect cross-domain/session continuity
www.biyapay.com,/zh/blogdetail/3241-ultimate-guide-to-registering-wechat-solving-all-c,Singapore,desktop,Chrome,Windows,48,48,1,3.21,88.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3247-beginners-guide-to-us-certificates-of-deposit-comp,Singapore,desktop,Chrome,Windows,48,48,0,0.53,94.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3276-the-ultimate-list-of-free-stock-price-websites-for,Vietnam,desktop,Chrome,Windows,48,48,2,0.94,74.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/stock/02020,China,desktop,Chrome,Windows,48,48,0,1.77,96.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/swift/detail/ABOCCNBJ110,China,desktop,Chrome,Windows,48,48,18,6.74,96.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
invest.biyapay.com,/zh/event,Hong Kong,desktop,Chrome,Windows,47,47,47,177.77,1.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/referral,Nigeria,mobile,Chrome,Android,47,41,26,160.15,91.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh,Taiwan,desktop,Opera,Windows,47,2,45,648.67,48.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/blogdetail/2074-how-to-prepare-and-ship-your-package-to-japan,United States,desktop,Chrome,Windows,47,47,2,3.74,82.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3031-2026-ultimate-guide-to-opening-a-us-stock-account,United States,desktop,Chrome,Windows,47,47,2,2.82,80.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3065-complete-guide-to-us-stock-index-investing-dow-jon,Singapore,desktop,Chrome,Windows,47,47,0,1.05,94.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3135-do-you-need-to-stay-up-late-to-trade-us-stocks-one,Vietnam,desktop,Chrome,Windows,47,47,1,1.97,64.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3151-2026-latest-us-stock-broker-review-which-is-better,China,desktop,Chrome,Windows,47,47,15,6.66,94.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3260-beginners-guide-to-us-individual-income-tax-rates,Singapore,desktop,Chrome,Windows,47,47,0,0.48,94.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh,China,desktop,Chrome,Macintosh,46,34,37,276.41,56.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh,China,desktop,Edge,Windows,46,25,42,554.34,57.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/announcement/1-latest-events/1072-trade-gold-us-stocks-at-0-cost-for-15-days?height=44&language=zh-cn,China,mobile,Safari (in-app),iOS,46,40,10,8.86,85.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/1107-how-can-we-reliably-interpret-the-kdj-indicator-a,China,desktop,Chrome,Windows,46,46,12,5.64,92.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2891-tencent-adr-tcehy-vs-hong-kong-shares-00700-whats,Japan,desktop,Chrome,Windows,46,46,0,2.13,80.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2987-hong-kong-stock-market-trading-hours-guide-2025-ho,United States,desktop,Chrome,Windows,46,45,0,2.05,81.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
